names,gender,probability,count
Areej,female,1,36
Areesak,unknown,unknown,
Aref,male,1,
Arema,unknown,unknown,unknown
Arend,male,1,
Areti,female,1,
Arezo,female,1,2
Arezu,female,1,2
Arfan,male,1,
Argelia,female,1,13
Argirios,unknown,unknown,unknown
Argyrios,unknown,unknown,unknown
Argyris,male,1,3
Argyro,female,1,
Ari,male,0.76,
Aria,male,0.54,
Ariadna,female,0.99,73
Arialdo,male,1,1
Arian,male,0.92,
Ariana,female,0.97,142
Ariane,female,1,136
Arianna,female,0.99,
Arianne,female,0.98,
Arie,male,0.86,
Arieh,unknown,unknown,unknown
Ariel,male,0.66,
Ariela,female,1,
Ariella,female,1,25
Arielle,female,1,123
Arien,male,0.67,
Arif,male,0.99,
Arihiro,unknown,unknown,unknown
Arihito,unknown,unknown,
Arijan,female,1,1
Arijitt,unknown,unknown,
Arik,male,1,11
Arild,male,1,51
Arim,unknown,unknown,
Arin,female,0.79,
Arindam,male,1,6
Arineh,unknown,unknown,unknown
Arintaya,unknown,unknown,unknown
Ario,male,1,
Arion,male,1,6
Aris,male,0.89,
Aristedis,unknown,unknown,
Aristeidis,male,1,
Aristides,male,1,13
Aristidis,male,1,2
Aristomenis,male,1,
Aristotelis,male,1,
Aritetsu,unknown,unknown,
Arito,unknown,unknown,
Ariv,unknown,unknown,unknown
Arja,female,1,
Arjamand,unknown,unknown,unknown
Arjan,male,1,
Arjang,unknown,unknown,unknown
Arjen,male,1,
Arjun,male,1,
Arka,male,1,6
Arkadi,male,1,4
Arkadios,male,1,2
Arkadiusz,male,1,18
Arkady,male,1,3
Arkadzi,unknown,unknown,unknown
Arkazdi,unknown,unknown,unknown
Arlan,male,1,
Arlana,female,1,1
Arleen,female,1,
Arlen,female,0.52,25
Arlene,female,1,
Arlette,female,1,48
Arley,male,0.92,25
Arlin,female,1,2
Arline,female,1,
Arlo,male,1,
Arlyne,female,1,
Armagan,unknown,unknown,
Arman,male,1,79
Armand,male,1,55
Armando,male,0.99,
Armelle,female,1,28
Armen,male,0.96,
Armend,male,1,
Armin,male,0.99,
Arminder,unknown,unknown,unknown
Armindo,male,1,2
Armita,female,1,2
Arn,male,1,3
Arnalda,unknown,unknown,unknown
Arnaldo,male,1,
Arnar,male,1,7
Arnaud,male,0.99,
Arnault,male,1,7
Arnav,male,1,
Arnd,male,1,
Arnd-Oliver,unknown,unknown,
Arndt,male,1,
Arne,male,0.99,
Arne-Jörn,unknown,unknown,
Arnfinn,male,1,3
Arni,female,0.87,15
Arnljot,unknown,unknown,unknown
Arno,male,1,
Arnold,male,0.98,
Arnoldo,male,1,
Arnon,male,1,
Arnost,unknown,unknown,unknown
Arnoud,male,1,3
Arnout,male,1,9
Arnstein,male,1,
Arnt,male,1,5
Arnulf,male,1,
Arockia,male,1,
Arockiasamy,unknown,unknown,unknown
Aron,male,0.84,
Aroon,male,1,8
Aroumougame,unknown,unknown,unknown
Arpad,male,1,
Arpit,male,1,
Arpo,unknown,unknown,unknown
Arra,male,0.67,
Arran,male,1,
Arrigo,male,1,
Arsalaan,male,1,
Arsen,male,1,
Arsene,male,1,8
Arshad,male,1,56
Arshag,unknown,unknown,unknown
Arshed,unknown,unknown,unknown
Arshi,female,0.5,2
Arshid,unknown,unknown,unknown
Arsikere,unknown,unknown,
Arslan,male,1,
Art,male,0.92,197
Artai,unknown,unknown,unknown
Artan,male,1,
Artavazd,unknown,unknown,unknown
Artem,male,1,27
Artemio,male,1,7
Artemisia,female,1,2
Arthur,male,0.98,
Arti,female,0.9,29
Artin,male,0.67,3
Artiom,male,1,1
Artis,female,0.75,4
Arto,male,1,
Artur,male,0.98,
Arturo,male,1,
Artyom,male,1,14
Arudo,unknown,unknown,unknown
Arul,male,1,19
Arun,male,1,
Aruna,female,0.65,
Arun-Angelo,unknown,unknown,
Arundhati,female,1,
Aruni,female,1,3
Arunima,female,1,8
Arunit,unknown,unknown,
Arup,male,1,
Arvand,unknown,unknown,unknown
Arve,male,1,15
Arvid,male,1,
Arvin,male,1,
Arvind,male,1,
Arvinder,male,1,1
Arvindh,unknown,unknown,unknown
Arvo,male,1,
Arvydas,male,1,
Arwa,female,1,28
Arwen,female,1,14
Arya,male,0.89,
Aryan,male,1,
Aryana,male,1,1
Aryane,unknown,unknown,
Aryeh,male,1,2
Aryel,female,1,
Arzu,female,0.99,
Asa,female,0.74,
Asaad,male,0.92,12
Asad,male,1,57
Asako,female,1,
Asangi,female,1,1
Asavari,female,1,2
Asba,unknown,unknown,unknown
Asbjorn,male,1,
Ascan,unknown,unknown,unknown
Asdrubal,male,1,
Aseem,male,0.96,
Asgeir,male,1,
Asghar,male,1,3
Asgrimur,unknown,unknown,unknown
Ash,male,0.56,
Asha,female,0.99,
Ashalatha,unknown,unknown,unknown
Ashaunta,unknown,unknown,
Ashby,female,0.71,
Ashenafi,male,1,2
Asher,male,0.93,
Ashesh,male,1,3
Ashfaq,male,1,
Ashild,unknown,unknown,unknown
Ashim,male,0.83,6
Ashin,unknown,unknown,
Ashish,male,1,
Ashkan,male,1,
Ashleigh,female,0.99,
Ashlesha,unknown,unknown,unknown
Ashley,female,0.9,
Ashmeet,unknown,unknown,unknown
Ashok,male,1,
Ashraf,male,0.92,
Ashray,unknown,unknown,
Ashton,male,0.55,
Ashuma,unknown,unknown,
Ashutosh,male,1,
Ashvin,male,1,
Ashwani,male,0.92,
Ashwin,male,1,
Ashwini,unknown,unknown,
Asia,female,0.99,99
Asiah,female,1,
Asieh,female,1,1
Asif,male,1,
Asifa,female,1,8
Asik,male,1,
Asim,male,1,
Asimina,female,1,
Asirvatham,unknown,unknown,
Asish,male,1,1
Asja,female,1,6
Aska,female,0.75,4
Aske,male,1,
Askenadios,unknown,unknown,unknown
Askin,male,1,
Aslam,male,1,
Aslan,male,0.94,
Asli,female,0.98,
Aslin,female,1,
Asma,female,1,167
Asmir,male,0.92,13
Asmundur,unknown,unknown,unknown
Asokumar,unknown,unknown,
Aspasia,female,1,
Asra,female,1,
Asrafi,unknown,unknown,
Asrar,female,0.67,3
Assaad,unknown,unknown,unknown
Assad,male,1,
Assaf,male,1,
Assam,unknown,unknown,unknown
Assen,unknown,unknown,unknown
Assiamira,unknown,unknown,unknown
Assuero,unknown,unknown,unknown
Assunta,female,1,
Asterios,male,1,
Aston,male,0.97,
Astri,female,1,14
Astrid,female,1,
Asuka,female,1,6
Asuman,female,0.98,65
Asuncion,female,1,9
Asvin,male,1,2
Asya,female,1,62
Ata,male,0.91,
Atar,female,1,
Atara,female,1,3
Ataru,unknown,unknown,
Atcharaporn,female,1,
Ateequr,unknown,unknown,unknown
Ater,unknown,unknown,
Athan,male,1,7
Athanase,unknown,unknown,unknown
Athanasia,female,1,9
Athanasios,male,1,
Athanassios,male,1,
Athar,male,0.6,5
Athena,female,1,
Ather,male,1,4
Athi,female,1,
Athol,male,1,1
Athos,male,0.9,
Athula,male,1,3
Atif,male,1,51
Atifur,unknown,unknown,unknown
Atil,unknown,unknown,
Atila,male,0.96,23
Atilla,male,1,
Atin,female,0.79,
Atiq,male,0.94,
Atiq-Ur,unknown,unknown,
Atman,unknown,unknown,unknown
Ato,male,1,
Atom,male,0.6,
Atoosheh,unknown,unknown,unknown
Atosa,female,1,1
Atousa,female,1,
Atsuhiko,unknown,unknown,unknown
Atsuhiro,unknown,unknown,unknown
Atsuhito,unknown,unknown,unknown
Atsuhsi,unknown,unknown,unknown
Atsuki,male,1,
Atsuko,female,1,
Atsumasa,unknown,unknown,unknown
Atsunobu,unknown,unknown,unknown
Atsunori,male,1,
Atsuo,male,1,
Atsuomi,unknown,unknown,
Atsushi,male,1,
Atsusi,unknown,unknown,
Atsuto,unknown,unknown,
Atsuya,unknown,unknown,
Atsuyuki,unknown,unknown,unknown
Atta,male,0.75,4
Attila,male,1,
Attilio,male,1,
Attlila,unknown,unknown,
Atul,male,1,
Atum,unknown,unknown,unknown
Atumi,unknown,unknown,
Aubrey,female,0.82,113
Aude,female,0.99,122
Audhild,female,1,5
Audra,female,1,
Audrey,female,1,
Audrie,female,1,14
Audrius,male,1,3
Audur,unknown,unknown,unknown
Augueste,unknown,unknown,unknown
August,male,0.88,66
Augusta,female,1,16
Augustin,male,0.96,
Augustine,male,0.73,
Augustinus,unknown,unknown,
Augusto,male,1,
Aulikki,unknown,unknown,unknown
Aun,male,1,4
Aurea,female,0.98,40
Aurel,female,0.65,34
Aurelia,female,1,
Aurelian,male,1,1
Aureliano,male,1,
Aurelie,female,1,57
Aurelien,male,1,
Aurélien,male,1,
Aurelio,male,0.98,63
Auriba,unknown,unknown,unknown
Auro,female,0.67,
Aurora,female,0.99,
Aurore,female,1,
Auslander,unknown,unknown,
Austin,male,0.96,
Autumn,female,0.99,151
Ava,female,0.99,
Avalyn,unknown,unknown,unknown
Avantika,female,1,
Avdesh,male,1,1
Ave,female,0.73,
Avery,female,0.55,
Avi,male,0.77,
Avijit,male,1,5
Avinainder,unknown,unknown,unknown
Avinash,male,1,
Avinesh,unknown,unknown,unknown
Avinoam,male,1,18
Avirup,unknown,unknown,unknown
Avisha,female,1,1
Avishay,male,1,1
Avital,unknown,unknown,
Aviv,male,0.7,23
Aviva,female,1,
Avnish,male,1,
Avra,unknown,unknown,
Avraam,male,1,
Avraham,male,1,
Avram,male,1,
Avril,female,1,80
Avron,unknown,unknown,unknown
Avrum,male,1,2
Awad,male,1,4
Awail,unknown,unknown,unknown
Awais,male,1,16
Awaneesh,male,1,1
Awdhesh,male,1,
Awen,unknown,unknown,
Awsan,unknown,unknown,unknown
Axel,male,0.98,
Ay,female,0.5,16
Aya,female,0.99,
Ayah,male,0.57,
Ayaka,female,1,9
Ayako,female,1,
Ayala,female,1,8
Ayalew,unknown,unknown,
Ayan,male,0.7,23
Ayano,female,0.91,11
Ayato,unknown,unknown,
Ayaz,male,0.98,65
Aybars,male,1,
Aybüke,female,1,
Aycicek,unknown,unknown,
Aydan,female,0.95,
Aydemir,male,1,
Aydin,male,0.98,
Aydiner,unknown,unknown,
Aye,female,0.85,
Ayelet,female,1,30
Ayesha,female,0.96,153
Ayfer,female,1,
Ayhan,male,0.98,
Ayisha,female,1,
Aykln,unknown,unknown,
Aykut,male,1,
Ayla,female,1,
Aylin,female,0.98,
Ayman,male,1,
Aymara,female,1,
Aymen,male,1,
Aymeric,male,1,
Ayodele,male,0.63,8
Ayotunde,male,1,2
Ayoub,male,1,64
Ayres,unknown,unknown,unknown
Ayse,female,0.97,
Aysegul,female,0.99,
Aysegül,female,0.99,
Aysen,female,1,
Aysenur,female,0.98,
Aysha,female,1,34
Aysun,female,0.97,
Ayton,unknown,unknown,unknown
Aytun,unknown,unknown,
Ayumi,female,1,
Ayumu,unknown,unknown,unknown
Ayush,male,1,
Ayushi,female,1,5
Ayyaz,male,1,5
Azad,male,1,
Azadeh,female,1,
Azal,unknown,unknown,
Azam,male,0.93,
Azeb,female,1,3
Azedine,male,1,
Azeem,male,1,
Azeema,female,1,
Azfar,male,0.98,44
Azhar,male,0.87,47
Azim,male,1,
Azita,female,1,
Aziz,male,1,
Aziza,female,1,
Azize,female,0.93,
Azlan,male,1,10
Azmi,male,1,
Azmil,male,1,2
Azorides,unknown,unknown,unknown
Azra,female,0.98,52
Azriel,male,1,3
Azucena,female,1,
Azul,female,0.9,30
Azumi,female,1,1
Azusa,female,1,7
Azza,female,0.96,23
Azzam,male,1,
Azzdine,unknown,unknown,unknown
Azzedine,male,1,3
Azzurra,female,1,
B,male,0.65,40
Ba,female,0.55,44
Babak,male,1,
Babar,male,0.97,32
Babatunde,male,0.91,11
Babbette,female,1,2
Babeth,female,1,7
Babett,unknown,unknown,unknown
Babette,female,1,
Babu,male,0.92,24
Babulal,unknown,unknown,unknown
Babur,male,1,
Baby,male,0.6,5
Bach,unknown,unknown,
Bachar,unknown,unknown,
Bachir,male,1,
Badal,male,1,3
Badara,male,1,
Badder,unknown,unknown,unknown
Bader,male,1,48
Badih,unknown,unknown,unknown
Badri,male,0.91,
Bae-Gyun,unknown,unknown,
Bagher,male,1,
Baha,male,1,
Bahaa,male,0.98,
Bahadir,male,1,
Bahar,female,0.95,
Bahattin,male,1,
Bahe,male,1,
Bahi,female,1,2
Bahjat,unknown,unknown,unknown
Bahman,male,1,
Bahram,male,1,
Bahruz,male,1,
Bai,female,0.5,4
Baiba,female,1,3
Baibing,unknown,unknown,
Baichuan,unknown,unknown,
Baihe,unknown,unknown,unknown
Baiju,male,1,1
Bailey,female,0.85,
BaiLing,unknown,unknown,
Bai-Ling,unknown,unknown,
Baiming,unknown,unknown,unknown
Baiyan,unknown,unknown,unknown
Baiyang,unknown,unknown,unknown
Baker,male,1,
Bakhtawar,female,1,2
Bakhtiar,male,1,
Baki,male,1,
Bakthiar,unknown,unknown,unknown
Baktybek,male,1,1
Bal,male,0.82,
Balaji,male,1,
Balakrishnan,male,0.88,
Balasubramanian,male,1,3
Balazs,male,1,2
Balázs,male,1,
Balbino,male,1,
Baldassarre,unknown,unknown,unknown
Baldur,male,1,
Baldus,unknown,unknown,
Balkan,male,1,
Balkrishna,male,1,2
Balraj,male,1,
Balram,male,1,4
Balsam,unknown,unknown,
Balthasar,male,1,1
Balu,male,0.88,8
Balz,unknown,unknown,unknown
Bamba,female,0.67,3
Bambang,male,1,50
Bamidele,male,0.67,3
Ban,female,0.6,10
Bandit,unknown,unknown,unknown
Bang,male,0.96,
Bang-Bin,unknown,unknown,
Bangliang,unknown,unknown,unknown
Bangpin,unknown,unknown,
Bangping,unknown,unknown,
Bang-ping,unknown,unknown,
Bangxiang,unknown,unknown,
Bani,female,0.5,10
Bansi,male,0.75,4
Bantayehu,unknown,unknown,unknown
Banu,female,0.95,
Bao,male,0.81,
Baocheng,unknown,unknown,unknown
Baoding,unknown,unknown,
Baodong,unknown,unknown,
Baofeng,male,1,1
Baogan,unknown,unknown,
Baoge,unknown,unknown,
Baogen,unknown,unknown,unknown
Baoguo,unknown,unknown,
Baohua,female,1,
Baohui,unknown,unknown,unknown
Baojiang,unknown,unknown,unknown
Baojin,unknown,unknown,unknown
Baojun,unknown,unknown,unknown
Bao-Khang,unknown,unknown,
Baoli,unknown,unknown,unknown
Baopeng,unknown,unknown,
Baoqi,unknown,unknown,unknown
Baorong,unknown,unknown,
Bao-rong,unknown,unknown,
Baoshan,unknown,unknown,
Bao-Shan,unknown,unknown,
Baosheng,unknown,unknown,unknown
Baowei,unknown,unknown,
BaoYi,female,1,
Bao-Yi,unknown,unknown,
Bao-zhong,unknown,unknown,
Baozhu,unknown,unknown,
Bapat,unknown,unknown,
Baptiste,male,0.99,
Barada,unknown,unknown,
Barak,male,1,
Baran,male,0.98,
Barani,male,1,
Baransel,unknown,unknown,
Barathi,unknown,unknown,unknown
Barbara,female,1,
Bárbara,female,1,
Barbarash,unknown,unknown,unknown
Barbaros,male,1,
Barbora,female,1,
Barbro,female,1,
Bård,male,1,
Bardia,male,1,3
Barend,male,1,
Bari,male,0.65,20
Baris,male,0.71,
Barison,unknown,unknown,unknown
Barnabas,male,1,8
Barnaby,male,1,16
Barnett,male,1,
Barney,male,1,
Barny,male,1,
Baron,male,0.88,
Barón,male,0.88,
Barret,unknown,unknown,
Barrett,male,0.93,
Barrie,male,0.95,
Barry,male,0.98,
Barsom,unknown,unknown,unknown
Bart,male,0.99,
Barth,male,1,
Barthel,unknown,unknown,unknown
Barthelemy,male,1,
Barthélemy,unknown,unknown,
Bartley,male,1,
Bartlomiej,male,1,
Bartolome,male,1,
Bartolomé,male,1,
Bartolomeo,male,1,
Barton,male,0.88,
Bartosz,male,1,
Baruch,male,1,
Barugur,unknown,unknown,unknown
Barun,male,1,1
Barzilay,unknown,unknown,
Bas,male,1,
Basak,female,1,
Basant,male,0.54,13
Basar,male,1,
Basel,male,1,22
Basem,male,1,
Basetti,unknown,unknown,unknown
Bashar,male,1,
Basheal,unknown,unknown,
Basheer,male,1,23
Basil,male,1,
Basilio,male,1,11
Basilis,male,1,
Baskaran,male,1,3
Basky,unknown,unknown,unknown
Basma,female,1,49
Basmah,female,1,1
Bassam,male,0.97,
Bassel,male,0.98,
Bassem,male,1,
Bassiema,unknown,unknown,unknown
Bastiaan,male,1,
Bastian,male,0.98,
Bates,male,1,
Batoul,female,1,
Batric,unknown,unknown,unknown
Battista,male,1,2
Battugs,unknown,unknown,
Batya,female,1,4
Baudouy,unknown,unknown,unknown
Bauer,male,1,
Baukje,female,1,
Baumgartner,unknown,unknown,
Bavana,unknown,unknown,unknown
Bawarjan,unknown,unknown,
Baxter,male,0.88,
Bayan,female,0.89,
Bayard,male,1,
Bayrak,unknown,unknown,unknown
Bayram,male,1,
Bea,female,0.99,
Beat,male,0.95,
Beata,female,1,
Beate,female,1,
Beatrice,female,1,
Béatrice,female,1,
Beatrix,female,1,43
Beatriz,female,1,
Beau,male,0.89,114
Beaux,unknown,unknown,unknown
Becker,male,1,3
Becki,female,1,83
Becky,female,1,
Bedia,female,1,
Bee,female,0.75,
Beejal,female,1,
Beek,unknown,unknown,unknown
Been-Der,unknown,unknown,
Beeya,unknown,unknown,unknown
Begona,female,1,4
Begoña,female,1,
Behdin,unknown,unknown,
Behensky,unknown,unknown,
Behice,female,1,
Behnam,male,1,32
Behnood,unknown,unknown,unknown
Behrang,male,1,
Behrooz,male,1,
Behrouz,male,1,
Behrus,unknown,unknown,unknown
Behshad,unknown,unknown,
Behzad,male,1,44
Bei,female,0.83,6
Bei-Er,unknown,unknown,
Beifan,unknown,unknown,unknown
Beihong,unknown,unknown,unknown
Beinan,unknown,unknown,unknown
Beiping,unknown,unknown,unknown
Beiyan,unknown,unknown,unknown
Beiyu,unknown,unknown,
Bejoy,male,1,
Bekir,male,0.99,
Bekircan,unknown,unknown,
Bektas,male,1,
Bela,female,0.8,15
Belen,female,1,
Belén,female,1,
Belgin,female,0.99,
Belinda,female,1,
Bella,female,0.98,224
Belma,female,1,
Ben,male,0.99,
Benchao,unknown,unknown,
Benchen,unknown,unknown,
Benct,unknown,unknown,unknown
Bendix,unknown,unknown,unknown
Bendt,male,1,
Benedetta,female,1,
Benedetto,male,1,
Benedict,male,1,
Benedicte,female,1,
Benedikt,male,1,26
Benedikta,unknown,unknown,unknown
Benedito,male,1,
Bengaluru,unknown,unknown,
Bengi,female,0.89,9
Benglong,unknown,unknown,
Bengt,male,1,
Benguhan,unknown,unknown,unknown
Beniamino,male,1,10
Benico,unknown,unknown,unknown
Benien,unknown,unknown,unknown
Benigno,male,1,5
Benilde,female,1,2
Benilton,unknown,unknown,unknown
Benita,female,1,
Benito,male,1,58
Benjabhorn,unknown,unknown,
Benjamim,unknown,unknown,unknown
Benjamin,male,1,
Benlong,unknown,unknown,
Ben-Long,unknown,unknown,
Benneker,unknown,unknown,
Bennett,male,0.96,
Bennie,male,0.76,
Benno,male,1,
Benny,male,0.97,
Beno,male,1,
Benoit,male,1,
Benoît,male,1,
Benoy,unknown,unknown,unknown
Benqiang,unknown,unknown,
Benrong,unknown,unknown,unknown
Benson,male,0.98,
Bent,male,0.73,
Bente,female,0.99,
Bentley,male,0.6,15
Beny,male,1,18
Benyin,unknown,unknown,
Benyu,unknown,unknown,unknown
Benzy,female,1,5
Beom,unknown,unknown,unknown
Beom-Ho,unknown,unknown,
Berard,unknown,unknown,unknown
Berat,male,1,
Berbel,unknown,unknown,unknown
Berend,male,1,
Berenice,female,0.99,156
Berglind,female,1,3
Bergoin,unknown,unknown,
Berhan,male,1,
Beril,female,1,
Berislav,male,1,3
Berit,female,1,
Berk,male,0.99,
Berkant,male,1,
Berkeley,unknown,unknown,
Berker,male,1,
Bermans,unknown,unknown,
Bermseok,unknown,unknown,unknown
Bernabé,male,1,
Bernadette,female,1,
Bernadine,female,1,
Bernard,male,1,
Bernardino,male,1,
Bernardo,male,1,
Bernat,male,1,8
Bernd,male,1,
Berndt,male,1,
Bernet,male,1,1
Berney,unknown,unknown,
Bernfried,unknown,unknown,unknown
Bernhard,male,1,
Bernice,female,1,
Bernie,male,0.75,134
Bernward,unknown,unknown,unknown
Bero,female,1,3
Berrin,female,0.96,23
Berry,male,0.59,22
Bert,male,0.96,
Berta,female,0.99,85
Bertel,male,1,
Bertha,female,0.99,
Berthe,female,1,
Berthold,male,1,
Bertil,male,1,
Bertis,unknown,unknown,unknown
Berto,male,1,4
Berton,male,1,
Bertram,male,1,
Bertran,male,1,1
Bertrand,male,0.97,
Bertron,unknown,unknown,unknown
Beryl,female,0.99,
Besa,female,1,4
Besir,male,1,
Besjakov,unknown,unknown,
Besnik,male,1,
Bess,female,0.94,
Betau,unknown,unknown,unknown
Beth,female,1,
Bethan,female,1,38
Bethany,female,1,
Bethwel,unknown,unknown,
Betsy,female,1,
Bette,female,0.97,
Betti,female,1,5
Bettie,female,1,
Bettina,female,1,
Betty,female,1,
Betül,female,0.98,
Beulah,female,1,
Bev,female,1,
Beverley,female,1,
Beverlie,female,1,
Beverly,female,0.99,
Bhagat,male,1,3
Bhagvatula,unknown,unknown,
Bhagyalaxmi,unknown,unknown,unknown
Bhaloo,unknown,unknown,unknown
Bhama,unknown,unknown,unknown
Bhanu,male,0.75,
Bharat,male,1,
Bharath,male,1,34
Bharati,female,1,
Bharti,female,1,11
Bhasavaraj,unknown,unknown,
Bhaskar,male,1,
Bhava,unknown,unknown,unknown
Bhavana,female,1,6
Bhavani,female,1,
Bhavesh,male,1,57
Bhavik,male,1,19
Bhavin,male,1,
Bhavith,unknown,unknown,unknown
Bhavna,female,1,24
Bhawani,male,1,
Bheeshma,unknown,unknown,unknown
Bhiken,unknown,unknown,
Bhima,male,1,1
Bhopal,unknown,unknown,unknown
Bhuban,unknown,unknown,unknown
Bhupal,unknown,unknown,
Bhupathi,male,1,1
Bhupathiraju,unknown,unknown,unknown
Bhupendar,unknown,unknown,unknown
Bhupendra,male,1,13
Bhupesh,male,1,6
Bhupinder,male,0.9,10
Bhuvaneswari,female,1,1
Bhuvnesh,male,1,5
Bi,female,0.84,
Biagio,male,0.97,
Bianca,female,1,
Bianka,female,1,27
Biao,male,1,
Bibhu,unknown,unknown,unknown
Bibhudendu,unknown,unknown,
Bibi,female,0.91,75
Bibian,female,1,5
Bibiana,female,1,82
Bich,female,0.75,4
Bichun,female,1,
Bidan,unknown,unknown,unknown
Bi-Dong,unknown,unknown,
Bidre,unknown,unknown,
Bie,male,0.63,
Bieito,unknown,unknown,unknown
Bien,male,1,7
Biggya,unknown,unknown,unknown
Biing,unknown,unknown,unknown
Bijan,male,1,23
Bijay,male,0.93,14
Bijayini,unknown,unknown,
Biji,male,1,
Bijoy,male,1,11
Biju,male,1,44
Bijulal,unknown,unknown,unknown
Bikash,male,1,
Bikram,male,1,9
Bikramjit,male,1,1
Bilal,male,0.99,
Bilen,female,0.67,
Bilge,female,0.85,
Bilgehan,male,0.86,
Bilgin,male,0.97,
Bill,male,1,
Billie,female,0.95,190
Billy,male,0.98,
Bimal,male,1,
Bi-meng,unknown,unknown,
Bimmer,male,1,1
Bin,male,0.89,
Bina,female,0.97,77
Binbin,male,1,
Bindi,female,0.93,14
Bindu,female,1,28
Bing,female,0.62,
Bingbing,female,1,2
Bingfang,unknown,unknown,
Bing-Fang,unknown,unknown,
Binggang,unknown,unknown,unknown
Bing-He,unknown,unknown,
Binghua,unknown,unknown,
Bingjian,unknown,unknown,
Bingke,unknown,unknown,
Bingkun,unknown,unknown,
Binglan,unknown,unknown,unknown
Bingrang,unknown,unknown,unknown
Bingruo,unknown,unknown,unknown
Bingwei,unknown,unknown,
Bingxuan,unknown,unknown,
Bingxue,unknown,unknown,
Bingyin,unknown,unknown,unknown
Binh,male,0.88,16
Binita,female,1,5
Binke,unknown,unknown,
Binod,male,1,
Binshang,unknown,unknown,
Bin-Shang,unknown,unknown,
Binsheng,unknown,unknown,
Bin-Sheng,unknown,unknown,
Binu,male,0.83,12
Bi-O,unknown,unknown,
Bionka,unknown,unknown,
Biqi,unknown,unknown,unknown
Birenboim,unknown,unknown,
Birender,unknown,unknown,
Birendra,male,1,4
Birger,male,1,
Birgit,female,1,
Birgitt,female,1,1
Birgitta,female,1,
Birgitte,female,1,
Birgul,female,0.78,
Birinder,male,1,
Birna,female,1,2
Birsen,female,1,
Birte,female,0.97,34
Birthe,female,1,
Bishan,male,1,
Bishnu,male,1,5
Bishwanath,unknown,unknown,unknown
Bisola,female,1,
Biswadjiet,unknown,unknown,
Biswajit,male,1,7
Bitao,unknown,unknown,
Biyi,unknown,unknown,unknown
Biykem,unknown,unknown,unknown
Biyun,female,1,
Bi-Zeng,unknown,unknown,
Bizhan,male,1,
Bjarke,male,1,
Bjarki,male,1,
Bjarne,male,1,
Bjoern,male,1,
Bjorn,male,1,
Björn,male,1,
Bjørn,male,0.99,
Bjoy,unknown,unknown,unknown
Bjug,unknown,unknown,unknown
B-K,unknown,unknown,
Blai,male,1,2
Blaine,male,0.97,
Blair,male,0.67,
Blaire,female,1,13
Blaise,male,0.96,
Blake,male,0.96,
Blanca,female,1,360
Blanche,female,1,
Blandine,female,0.98,50
Blane,male,1,
Blanka,female,0.96,
Blase,male,1,
Blauth,unknown,unknown,
Blazej,male,1,
Bleakley,unknown,unknown,unknown
Blerim,male,1,10
Blerina,female,1,10
Blythe,female,1,
Bo,male,0.84,
Boas,unknown,unknown,unknown
Boaz,male,1,
Bob,male,0.98,
Boback,male,1,1
Bobak,male,1,1
Boban,male,0.95,20
Bobbett,unknown,unknown,unknown
Bobbi,female,1,109
Bobby,male,0.96,
Boby,male,0.9,
Bodh,male,1,9
Bodhi,male,1,
Bodil,female,0.98,
Bodo,male,0.83,
Boerge,unknown,unknown,unknown
Bo-Feng,unknown,unknown,
Bogac,unknown,unknown,unknown
Bogdan,male,1,
Bogumil,male,1,2
Bo-Gun,unknown,unknown,
Boguslaw,male,1,2
Bohdan,male,1,
Bohua,unknown,unknown,
Bohumil,male,1,1
Bohyun,unknown,unknown,unknown
Bojan,male,1,93
Bojana,female,1,
Bokyung,female,1,1
Bo-Kyung,unknown,unknown,
Bolaji,male,0.54,
Boleslav,unknown,unknown,
Bolette,female,1,6
Boli,female,1,1
Bolli,unknown,unknown,unknown
Bolong,unknown,unknown,
Bon,male,0.81,
Bonaventura,male,1,2
Bonaventure,male,1,
Bong,male,0.84,
Bongani,male,1,14
Bong-Jae,unknown,unknown,
Bong-Jin,unknown,unknown,
Bongju,unknown,unknown,unknown
Bongkun,unknown,unknown,unknown
BongKyoo,unknown,unknown,
Bong-Kyung,unknown,unknown,
Bong-Soo,unknown,unknown,
Bong-Soon,unknown,unknown,
Bonita,female,1,
Bon-Jour,unknown,unknown,
Bonni,female,1,4
Bonnie,female,0.99,
Bonpei,unknown,unknown,unknown
Boo,female,0.74,
Boola,unknown,unknown,
Boon,male,0.73,
Boonsin,unknown,unknown,
Bopha,female,1,
Bora,male,0.96,
Bo-Ra,unknown,unknown,
Borae,unknown,unknown,
Boram,female,1,
Bo-ram,unknown,unknown,
Boris,male,1,
Borislav,male,1,
Borja,male,1,
Borna,male,0.94,16
Boron,unknown,unknown,unknown
